Date,29-05-2019
parameters,Sampling Rate,Sequence length,Prediction Length,Repeat,Is Continuous
values,1,120,10,False,False
,,HA,HA,HA,HA,SVR,SVR,SVR,SVR,SVR GRAPH,SVR GRAPH,SVR GRAPH,SVR GRAPH,ARIMA,ARIMA,ARIMA,ARIMA
Node Number,Node name,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2
0,Mirpur 10 Circle,19.989084476364003,15.513525084598118,0.5721363497255096,0.323545231249734,24.446137415044873,24.252052437491788,0.14784584727207878,-0.011750559688062046,22.710264687893904,22.243513055078626,0.4852789443823941,0.12658927466448777,19.90459425384678,15.480368670600766,0.5763481054733829,0.3292516481310662
1,Mirpur 2 BS,29.744119539571624,17.012173773977302,0.4878588774326709,0.23191811481897218,32.49391165562847,25.595529697832358,0.46655998240971913,0.0833378953966245,36.02273250982593,30.80720271660766,0.4723877817667537,-0.14226667760550504,29.73144554691321,17.04090760556691,0.4878099279851481,0.23257253595165206
2,Mirpur-11 Bus Stand,22.836353903596617,12.455617532230065,0.26219399756254547,0.05707632786906769,23.72163548353012,15.436745126716119,0.21550984755612304,-0.01744810060978086,24.625744150664374,17.76185089284831,0.2308507119900782,-0.09648257741079358,22.84476544551027,12.472823787128052,0.2597028940380525,0.056381566984160525
3,Proshika More Bus Stop,22.08760336645218,10.161285298524161,0.5946080636317074,0.34404703017301963,24.45900568334792,13.50301581700071,0.447787046671748,0.195635104402627,24.744813740208212,13.7516271489962,0.4178524865991358,0.1681595451576885,22.090382488670414,10.21644053608092,0.5936627065523755,0.34388195222155027
4,P.W.D Quarter Mosque,5.417499128447499,1.1618239019822234,-0.00402501878578921,-0.023658215836724228,5.36814362904635,0.5718602773912156,-0.00238488796593955,-0.00509133892492275,4.08912963386039,0.4147757263894367,0.054589964242036076,-0.0016912579057732913,5.43939642196629,1.1713316156057136,-0.003923519764406163,-0.03195010285002664
5,Mirpur Benaroshi Polli Gate 1,75.33661508338402,43.20985784238326,0.33570637541038906,0.10487903480765237,93.46296682235176,83.71246360630637,0.31302512041093505,-0.3776809347632528,109.98703742356471,103.88295404754051,0.29314898462323297,-0.9463814370570474,75.28641461159528,43.320563583160414,0.3362219924015661,0.10607156312477495
6,Paris Road Mor,32.67557210776646,16.443821044567365,0.2898788163991693,0.07164568860578491,36.136787419824,26.94435854703999,0.2545111933930308,-0.13544588312582917,48.612359837956774,44.62254009322753,0.2826061501022023,-1.1870661734112975,32.75930570638271,16.53300117466789,0.2825271595390787,0.06688163751610632
7,Mirpur College University,30.58769480744861,14.343450296164965,0.29658938553399217,0.06664010954589528,30.819061536966643,16.171251221113405,0.2878933790491667,0.0524667533260218,26.93076720554377,15.38015451501311,0.30931447694784986,0.026681983665682973,30.085127041047425,13.51930863217819,0.3322152374626165,0.09705907655424295
8,Avenue 5,41.19055176164027,24.31502578856126,0.37975970174715357,0.1369924640180502,46.82642788929346,38.29406366773324,0.3213870244393288,-0.11532497591669477,52.012000816520015,45.77955130426242,0.32945190191160795,-0.4080339177154655,41.18977742930813,24.35046166347265,0.379066328149408,0.13702491069954525
9,Dhaka WASA (367282274),15.55427342129988,5.713360570549139,0.034987235337137296,-0.033035506619637944,17.254172367474855,9.967625155408168,0.03689074292713371,-0.27117123170983737,17.71595476087528,15.138043506117901,0.1256931341462012,-0.9549834271221553,15.600462416308897,5.778767234791225,0.028343988665320827,-0.0391798910098069
10,Munna vai video games,107.27727960469839,73.2503379969085,0.44600312332863223,0.1968934566733589,139.16400954430523,130.6744828291112,0.36782417001038026,-0.3514859231396361,137.56469344516188,129.0131145549047,0.3835679037946024,-0.3997287143788757,107.28346527327452,73.16628085734466,0.4456740438993861,0.19680083884881483
11,Udayan School road 14 no,41.75826954520162,23.732029653691455,0.36283798643172366,0.12371574768576954,49.673332056240795,42.80459253759049,0.31408826014349234,-0.23995694905925902,51.04065611348765,44.808687576485774,0.31788802236678654,-0.37702444450289185,41.861303484762786,23.819946269576953,0.35723336072967904,0.11938614273218695
12,Jalladkhana Killing Field,15.17557776943688,7.88996811047738,0.09800805037897276,-0.07722239739629022,16.794602125192807,13.06577751606654,0.11165582214224538,-0.3193327540163313,14.360073816112779,10.8384854609752,0.15445037187793959,-0.4024972958604114,14.67709538604139,7.540776886660996,0.1799402489283698,-0.007616194021038858
13,rabbani 2 (3734088700),87.5266976125164,58.89903309189098,0.465293065133306,0.20472756384267454,93.78509211452868,78.02931394718394,0.4370612957006791,0.08693338604647671,84.66010717817997,68.59609623938672,0.5290912752408653,0.18794996365511563,87.28319528166438,58.810031883136574,0.4688798061417929,0.2091463600647694
14,yummy yummy (3711553347),42.336262932686736,16.480627641202695,0.20379200940932612,0.02637826455302983,45.172092896011854,23.770659502840406,0.18638432993419451,-0.10842329981742682,42.257321730396896,22.32827024069628,0.18853339979469444,0.0023391871944822284,42.315154008867644,16.522608115283703,0.20326521654376317,0.02734892100512243
15,kazipara over bridge,181.34941689922508,130.87929814103387,0.45985528097642675,0.20979375820413348,254.822059799486,234.07731553310748,0.2950123236049076,-0.5602068223990806,245.81246339629627,226.7081779281309,0.38148306443178964,-0.4518305373211948,181.60875057689296,131.0302169354019,0.45749466317277604,0.20753211745067635
16,DESCO (367294607),9.24770759070614,4.509218525933726,0.29757758126850153,0.06855692385833023,9.56002358584973,4.545465398362506,0.38376176150316993,0.004580674413162122,8.43761592596303,5.3573327416023515,0.2788855884577894,0.009567510877185437,9.262637728979595,4.538017702173864,0.29188766466351956,0.0655469238878148
17,BRTA building (422163806),45.71547946287519,24.24422149022341,0.2649969866880085,0.055249431303044494,51.40169050077425,40.858414054990035,0.22679963260808506,-0.19438793751002037,56.33501597079944,49.788395667545565,0.13820890048590975,-0.5927610206461955,45.48500314846495,23.926597341629254,0.28699769539384656,0.06475140974983873
18,National Bangla High School,30.29255156682766,14.25242063803691,0.6075914265694979,0.3564857436318106,32.15373888256785,20.37819836234636,0.5564114308276161,0.2749809429391855,27.912747379581596,17.104834899961674,0.580344869847929,0.2060932454378751,29.913866232619284,14.220536908417708,0.6189645073259067,0.3724742441379115
19,Shiyal Bari More Bus Stop,16.188355770536074,5.865302539408887,0.11034154106576866,-0.005478568205681711,16.954348851297347,8.51600856678473,0.11880479868593856,-0.10288331694379615,17.084869487542175,8.28003028844523,0.11775420288571577,-0.09601275522304342,16.189044023192697,5.882323114412318,0.10776010125604617,-0.0055640664510059334
20,BRAC Bank(4322832702),25.43798899469194,17.44930435483855,0.3551193328989407,0.11744346843701126,30.627861091858826,28.46671162662866,0.35378838213647923,-0.27941170808930726,30.99256437182252,28.6780377290131,0.2953771072034754,-0.3100624749672807,25.38908795249323,17.455674480980424,0.3573398843672798,0.12083339455101416
21,Eye hospital (3740064551),33.30504669221112,22.88810842859371,0.4309081003228144,0.18072656467313997,34.46271143915632,28.950437706429994,0.421092314240535,0.12278173286122218,37.38577005835321,32.20195108176017,0.2823654904462712,-0.0937318124934512,33.20826557892066,22.750125841678,0.43572213518244274,0.18548109879698793
22,Popular Diagnostic Center(4579879715),65.31725276268116,48.44430915701355,0.5491317385025615,0.29938501421442365,84.02839160862321,76.7470533872542,0.5159626805315639,-0.1595132180918768,79.67438024715251,72.43466134430568,0.48444735310286363,-0.04246381769412566,65.29273921237177,48.54438006871208,0.5494198925694481,0.29991079682685406
23,Unicare Pharma (3810905497),61.69624719953571,35.57526932380189,0.3252297228539061,0.10032949090261978,70.31393853540632,58.75085318457573,0.30156021064393973,-0.16855414089730436,71.08484573922604,60.178577809054644,0.30965863504532626,-0.2306208509184211,61.68389322295338,35.431139734219535,0.3252442681022602,0.10068975254342549
24,Senpara Parbata,103.4284239630965,66.96306576469672,0.7029222961080005,0.491487882058559,153.08685699433585,135.4561206034293,0.5849457750770513,-0.11403107717851402,141.97620725679417,124.6854290703564,0.6929558352152198,0.020039185933590442,102.93082057416116,66.5679410538789,0.7058214050858264,0.49636910621092434
25,Janata Housing Road (349875110),42.488364166973525,23.121505913341753,0.2469420296702033,0.05173956995127593,45.542077612361304,33.781567026956466,0.23355402492157917,-0.0894650054998527,45.977125156852765,34.83952310951801,0.19193974341102563,-0.11292639862937626,42.52037039643215,23.175459072060658,0.2435929307303518,0.05031039408946003
26,22 Borobagh (678085727),65.21132760732499,37.37183894969588,0.48723115822107455,0.2329983641259331,73.89193184681646,58.31200374595771,0.400995250772456,0.01520859752621373,78.3253378891914,66.34740094567216,0.4780904671628868,-0.11728519635417167,65.17294225345756,37.32979009122302,0.48772462550781387,0.23390105895440727
27,walton showroom (4597572393),106.70010262029926,74.89871152764009,0.3892457561911125,0.1481256807106074,135.66219858792437,129.53728751699978,0.37087542136865964,-0.3770938987466921,131.10747612725427,124.51529375926533,0.3290411307349186,-0.2861770802544954,106.8293665012136,75.00389813472837,0.3866016341137777,0.14606039156324913
28,Mirpur 14 (4583693489),11.673137413001026,3.929008212798883,0.2659116959027731,0.06483870203464293,12.93704152239347,6.939993374631169,0.2345343031164575,-0.14863295755933725,12.067178277109385,4.185588255407019,0.1422398073410901,-0.023317826292875488,11.701890785472134,3.942011018473353,0.2593066049800225,0.06022603333605403
29,Salimullah Homeo Clinic(4331663837),32.08643133220739,17.603388643327282,0.2291565106179203,0.04724898588701798,35.796391610991506,29.346145501351316,0.22338173640563863,-0.1858099392722401,37.83240880667284,30.673382883807967,0.13713802810487227,-0.42050600734282306,32.095678006580926,17.620991723190976,0.22759291828760397,0.0466997787971295
30,9 no. (521883650),29.018790489436977,17.75284093304732,0.2176992287805744,0.03765033003060392,34.763128362548166,31.126385748925532,0.19041700721094892,-0.3810582351096219,32.73964489373136,28.57187505674581,0.17448144249387668,-0.41305079596054184,28.924310467574962,17.63773202063716,0.23086722118536177,0.04390660757097187
31,Dog squad Road (448675965),57.81283573234988,30.166481297832224,0.3549624441338989,0.11470365115398484,62.64122120879275,48.40422103967612,0.3592368660191298,-0.03934698480532428,62.64122120879275,48.40422103967612,0.3592368660191298,-0.03934698480532428,57.851554150842986,30.258240404760432,0.35220080331565573,0.11351745254668089
32,Ahsania Mission Road (367366130),76.24960288667948,47.3809186858428,0.28512852770394614,0.07708997108889837,105.9516796396257,100.97103655702256,0.26898202504973046,-0.7819679340969417,105.61390447826119,100.7638769869027,0.254087614050607,-0.7706241768423303,76.31852784627378,47.39850149271066,0.28215060111178075,0.07542070896806652
33,"444229708(23.79997,90.37661)",65.5482483239288,39.454089725158106,0.28417028219806073,0.07626537254995425,85.06528011907476,79.87030707022879,0.2564626070744445,-0.5557138436391302,86.1320407654445,82.25526005120838,0.2564970623737574,-0.7236069566622725,65.60006333015234,39.5233948323156,0.28155664994922924,0.0748043958084782
34,MBM (367206902),52.75077698667985,28.960462319263133,0.44040869156472556,0.19041866896328508,65.36089301860595,53.8525357295308,0.20869181905097173,-0.24290723915191315,67.55904720418509,58.4860115428018,0.41409973252666643,-0.4281881454045666,52.82875779675644,28.97295954988641,0.4376170037094646,0.18802331196174138
35,"506175481(23.79787,90.38485)",102.80687591829594,66.00542984385241,0.4135092640528932,0.16810228444660957,130.2728809061428,117.19362769002602,0.3240354121245205,-0.33577601904984933,129.6640783724417,117.31898081530191,0.3394207764816639,-0.3425425989867408,102.87112858290588,66.03018717365464,0.41208034387160286,0.16706211378401137
36,Kazipara Amtolla(33778284),98.53506686476827,56.92067160040653,0.3747584719275218,0.1344746799227039,160.06725237113338,153.12483480286923,0.33632568918729805,-1.2840369543829064,175.1489312585294,168.89628676135962,0.2917619950098769,-1.8616497496747542,98.5261107183132,57.06501848504358,0.3744211760461343,0.1346320131337726
37,"369790396(23.79502,90.37870)",21.687556631662947,15.270012002152207,0.37847748558299166,0.13843732693783495,26.955457002792162,25.155977792479433,0.36215267701368065,-0.3309416660267832,23.628733981456392,20.75235274920119,0.3580682153019261,-0.046234171961042625,21.758933598503344,15.328730590641262,0.371633533540665,0.13275693359718932
38,mirpur college road,13.93247351415369,8.022943483585536,0.3483869779849251,0.08302550138630294,15.715578946042356,14.17495564684454,0.30970955126026606,-0.16670638582966557,14.212514607971595,12.46229802897852,0.3408245583979426,-0.2758442605731861,13.297572550809088,7.756454787046085,0.4053557568173081,0.15946542472970981
39,"368132169(23.80164,90.36275)",47.55289993414003,30.175853935533873,0.2906115086475546,0.07964806104239164,55.42661435588017,50.69767930264976,0.2682362556659944,-0.2503644586789009,59.23297588517448,55.22136236343182,0.19827022953327725,-0.43231571522043954,47.56720514660733,30.229267504626478,0.28931224321692844,0.07909424369915741
40,"Main Road(23.8067, 90.36689)",53.00440771572868,37.104938039292016,0.6060356441934229,0.36493320558063413,63.72110278897422,56.69832299452862,0.5469752819084075,0.08217052552475779,64.9955224080534,58.28499648323244,0.5426177735205393,0.03944053834552064,53.032327165432704,37.16146643414327,0.6053037538616568,0.36426400141769966
41,"BRAC Bank ATM(3016703869)(23.8104046, 90.3610872)",20.31618581210536,8.568491583814893,0.2127588010589221,0.030343193294542936,21.322655752103188,12.754849091081187,0.1930894413512267,-0.06811075671415989,21.621675668604343,16.33514851001446,0.19439352174107277,-0.24303462459645253,20.135865066699896,8.501046751973778,0.23971984369037086,0.0474796069380522
42,"Mirpur Original 10(23.8102909, 90.3675265)",66.22681633372109,42.73070639179103,0.5689330997238452,0.3157748679243755,74.4326298860332,60.63740679745838,0.4799486562750024,0.1357129738646421,80.68653259165576,70.62404093050972,0.5683768769109602,-0.025018604567943248,66.49663163092727,43.01110609014077,0.564128032314821,0.31018829477297727
43,"Mirpur 6 Connecting Road(23.81514,90.36330)",59.93442699936315,39.534902967714274,0.3305269252674905,0.10426608566847628,75.41562020460745,69.32578403156216,0.3021302251084178,-0.41823734318436045,76.84106591333851,71.26489771129283,0.3221768874662501,-0.48907511175797147,59.917756616786455,39.52543455271719,0.33063015524193856,0.10476430184018115
44,"WASA (3810920593)(23.8095517, 90.3768056)",9.774314911468823,3.8660078635243598,0.09687107642430841,-0.020866747370377636,9.790081930144277,1.7212489274512994,0.20589692223160894,-0.024162938975532233,5.193605857193396,0.5377180462886714,0.15982271539260842,-0.0011371558469983611,9.794756326717026,3.8856677476143084,0.0809872018918714,-0.02514117116081982
Average,,62.679942981271985,32.02830553885878,0.567498910024168,0.32039995353235107,81.69853100319756,55.54392223192434,0.43516422238758096,-0.15458180663226706,78.81374303528283,53.769728590084206,0.43677395115940576,-0.18069056058614286,62.67560756854696,32.01614814978485,0.5674450295383946,0.32053210577566105
