Date,29-05-2019
parameters,Sampling Rate,Sequence length,Prediction Length,Repeat,Is Continuous
values,10,6,9,False,False
,,HA,HA,HA,HA,SVR,SVR,SVR,SVR,SVR GRAPH,SVR GRAPH,SVR GRAPH,SVR GRAPH,ARIMA,ARIMA,ARIMA,ARIMA
Node Number,Node name,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2
0,Mirpur 10 Circle,19.365234253585815,13.338755179555363,0.40543744938773796,0.09834971885329624,23.81329498381046,23.570153520928322,-0.1009032985153506,-0.3634260775946552,23.59105235692016,23.337446278170113,0.40074721925988,-0.2909225965443354,19.35211074872181,13.50051729709976,0.40461502040562825,0.10420739707366455
1,Mirpur 2 BS,42.908456055364994,28.673079073741157,0.30220340464759915,-0.04097327160387598,71.38505634337804,66.49078654869489,0.012459045895589747,-1.8811668949745046,54.43429845941151,49.7941162463976,0.3147611526822056,-0.7926374576746276,42.73303076471385,28.913233728521956,0.30024397366409145,-0.031928837750715644
2,Mirpur-11 Bus Stand,34.29962719183101,21.408294419116682,0.07737686210324866,-0.233873303875902,53.708202937470794,50.65164682990301,0.07161870228719679,-2.0253317910395583,45.63211064836036,41.1968681792895,0.09680571831262597,-1.2397342873829933,34.03044949216826,21.433658394156144,0.07675384534271915,-0.21097371789178054
3,Proshika More Bus Stop,40.07275033456967,25.064200320144298,0.4257033809241346,0.06334560678427725,57.30511594170528,52.60612361585653,-0.11912118975502704,-0.9154369646062919,48.698719284321434,43.63679066040765,0.36090361186012415,-0.46369106902860047,40.261126730685135,25.43681690659679,0.4137645495717989,0.055445574196576475
4,P.W.D Quarter Mosque,13.34914276289516,7.145125753583183,0.004559861360926944,-1.1822686038191619,9.087603376944953,1.1541534750821045,-0.0028526537796260743,-0.011346970159842762,7.5594073941253,1.6263158989565858,0.03864216634701685,-0.03321509431697334,12.622906257372824,7.139367234495839,0.0681317624414292,-0.9512825609643085
5,Mirpur Benaroshi Polli Gate 1,108.98109289715606,76.00951074232852,0.1593814628382677,-0.17021123358080725,164.26278759561617,154.41831879156004,0.16357822640330474,-1.6585223916315885,157.61791402634398,149.26659667847898,0.2094450579536741,-1.7658059617308983,107.39394394701135,75.75109369358259,0.16876682200709975,-0.13587873485919455
6,Paris Road Mor,56.69891732562973,36.100380937409405,0.1415943853690306,-0.20384000895403176,85.80790387192674,81.1771066543242,0.15287354788747892,-1.757235280004549,76.20198790929753,71.74169706527135,0.18098075804234603,-1.5799007968087029,56.4952857718286,36.42702594842004,0.13336281499695715,-0.19434883394040603
7,Mirpur College University,55.41761015338415,37.54649840846966,0.2617814773082976,-0.21267773953739888,58.325478006256766,50.07751221898279,0.12884783626390947,-0.34327964122005183,71.21761054068683,68.12224232909024,0.22442655797207953,-1.744280382079503,54.73290097229524,37.40171532583973,0.23158608458834665,-0.21143916833653442
8,Avenue 5,66.28467866451223,47.05745275193603,0.1676879540017125,-0.15354715626693394,84.56488636135616,77.10547789476011,0.12588138492376655,-0.8775399282935297,78.94568840901603,71.98045638640843,0.23604570714197928,-0.8437994331509697,65.59628620984964,47.04294375407158,0.17241032264254447,-0.1284849257002727
9,Dhaka WASA (367282274),43.99101745839257,31.888853927840525,0.13446368291725153,-0.2324330339062004,69.22871110113775,65.71584750005086,-0.0832565274837857,-2.052163602104526,62.72917169053345,60.00258057759745,0.17206549470857926,-2.4290027318188003,43.456763114708124,31.920411088841394,0.13649527292308591,-0.2024083632520577
10,Munna vai video games,139.8177959226396,109.26145619168825,0.26729215507470744,-0.054617778813548234,164.26779570163694,150.63232348067325,0.13737557883138332,-0.4557105983924685,155.52802136933508,143.71506161873165,0.3193051544121265,-0.3562285038031643,138.68694204155855,109.21282589223107,0.2720092627191075,-0.035939062970382185
11,Udayan School road 14 no,73.71974741336142,50.85872328383873,0.15519983030979098,-0.18287837782520167,110.4085608187795,104.44998575915369,0.13198289337908153,-1.6532484180313487,103.72715995765127,98.13309751458293,0.21291122676777574,-1.6436539207033491,73.31565984056758,51.03149565835464,0.15025521563318653,-0.1687815791172076
12,Jalladkhana Killing Field,23.013066502766723,17.468752335125846,0.09849734163301822,-0.7669769715153163,22.260305833890488,20.920639118381093,0.019061446773284117,-0.6532714198538987,23.037497163732517,21.288907151231047,0.07870691877281745,-0.8411132344552483,22.759790970466454,17.722195414523405,0.061552747443945885,-0.7272881127003377
