Sampling Rate,Sequence Length(min),Predicted Length(min),HA RMSE,HA MAE,HA Cor,HA R2,SVR RMSE,SVR MAE,SVR COR,SVR R2,SVR GRAPH RMSE,SVR GRAPH MAE,SVR GRAPH Cor,SVR GRAPH R2,ARIMA RMSE,ARIMA MAE,ARIMA Cor,ARIMA R2
2,30,30,80.53044220326193,47.93074853974188,0.5927316800367695,0.3348709090657114,106.37993743117957,81.81897335486887,0.48421968296164386,-0.16066058508543835,98.4701091216641,74.16717621714507,0.5058849507178738,-0.11269698659661564,80.65936458832027,48.21166479068808,0.5907482243112665,0.33396301769157044
2,30,45,83.14989559863537,49.52105524828796,0.5663482205559197,0.296658830373456,107.38599561345814,82.6732125683183,0.47787674833131405,-0.1731077900932907,99.61588255825895,75.07862756045465,0.49880637947597695,-0.1284009846481382,83.11571244924228,49.66529127629586,0.5654739386165736,0.2984017277365133
2,30,5,74.36063113314596,43.959850756281554,0.6546781481418198,0.4242080357451913,101.5379311945305,77.04783910745635,0.509673995299927,-0.07358413811469733,95.28221897218826,71.07525700246262,0.5277693303448514,-0.05949669671735447,74.28114105189361,43.96268810853822,0.656051242853789,0.42658817448571207
2,30,60,85.31395860482432,50.736964304683475,0.5435986799286602,0.2645995265542357,108.31566260647104,83.57836508345568,0.4734421235781384,-0.18540359218487312,100.66776879226617,76.07611835477665,0.4934948710313246,-0.1424690454597617,85.21227834779381,50.7871494072519,0.5433756909555947,0.2674765561136707
2,45,15,76.20989292189935,44.7305054281844,0.6251159262650398,0.3829474975048981,100.76193986570068,76.05489883779576,0.5091480068739122,-0.07867957402870429,96.08830821534455,72.08012169304955,0.5217510489169542,-0.0737842876646968,76.34334441836201,45.01593726395467,0.6227446020917692,0.3812810617041428
2,45,30,79.01439257975142,46.47705758705539,0.5968650748939749,0.3423318703439363,102.78196060053754,77.96143141813192,0.4970010989743053,-0.11282834846193657,97.60737308613825,73.28198064133565,0.5107458043558757,-0.09763516553204243,79.24729422964441,46.82390005317713,0.5923752161856446,0.33893194469091414
2,45,45,81.29284853836906,47.9300040708916,0.5724771698225279,0.30932204630612714,103.91769916989224,78.9852587637373,0.4887486030202189,-0.12862575161529421,98.46290854786204,74.0774585683426,0.5038707965005536,-0.10700581418152377,81.56314172626108,48.139743222236916,0.5680336387987909,0.3052152939045093
2,45,5,73.72004797933255,43.25570557496087,0.6497252934006137,0.41870378315518664,98.30158188314404,73.66652879038931,0.5240165063715424,-0.03358760219597401,94.6823848026165,70.79791613985024,0.5327576946135484,-0.04991482367005329,73.46833986267605,43.04868839385456,0.6526997979543655,0.4231657542554408
2,45,60,83.43666996115127,49.080273312079676,0.5501732349826896,0.27753149141006317,104.57004256603406,79.6404340680109,0.4845343180705874,-0.1348006237813213,99.22243552765003,74.73057130073148,0.49868934232352335,-0.11494312894927328,83.47441099131798,49.15803168874279,0.5476969786132123,0.27736559245586445
2,60,15,75.71826506721146,44.27574719682458,0.6231082532765433,0.3818002149979528,99.09824890705244,74.25363906664523,0.5150299265687843,-0.05891110232815566,96.27986803255968,72.20773195558272,0.5223022669796806,-0.07608255469932357,75.93431901113303,44.491668599527266,0.6197997013788328,0.3784817591729972
2,60,30,78.28003831367141,45.79986651934986,0.5973263623984861,0.3448076868032697,101.03837579595506,76.07212940663234,0.5035592876590398,-0.09153947660549355,97.47684766054488,73.20161546933959,0.5125347044695768,-0.09300733863219324,78.65933988446614,46.12946726466552,0.5909026127295665,0.3386833200805328
2,60,45,80.28978386867774,47.01832517492278,0.5764085487167052,0.3158967577729719,101.77733674769034,76.84901934794769,0.4962582711374484,-0.09926711392534937,98.1999573652919,73.79014196623024,0.5063445816325327,-0.10005018800193377,80.7574763408468,47.312646920197984,0.5685400477470249,0.3081430436908287
2,60,5,73.6154038324267,43.02384239757079,0.6442367013031778,0.4120299886272458,96.9368094082246,72.19245546797212,0.530066789467146,-0.0195187580320364,95.03069520817283,71.23696181885184,0.5329634413030607,-0.055153801263389646,73.26578671649227,42.70759318881309,0.6482652240801734,0.41784542538632763
2,60,60,82.20041686861484,48.10671553687764,0.5545878060659273,0.28680986909056716,102.3662081924821,77.42340714581108,0.49109397521195325,-0.10603919646196225,98.7371997313614,74.30466343940664,0.501286345154195,-0.10509815562483982,82.47325704132443,48.22917877120672,0.5494470287333649,0.28230119855289615
