Date,29-05-2019
parameters,Sampling Rate,Sequence length,Prediction Length,Repeat,Is Continuous
values,1,60,10,False,False
,,HA,HA,HA,HA,SVR,SVR,SVR,SVR,SVR GRAPH,SVR GRAPH,SVR GRAPH,SVR GRAPH,ARIMA,ARIMA,ARIMA,ARIMA
Node Number,Node name,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2
0,Mirpur 10 Circle,18.86522013390439,13.434871522950328,0.5549204112542743,0.29200949203138415,24.1161365639482,23.866152579599184,-0.45815679262794196,-0.15696214576540646,22.638956049122566,22.181320628535218,0.5678238219567733,0.010735073503922776,18.766467718127828,13.445486740404947,0.5592787070071705,0.29966467998540036
1,Mirpur 2 BS,31.20729612063944,19.119450989829968,0.5781210294129162,0.3258457101945551,40.9983491379559,35.84586798153274,0.5390443232735675,-0.163535819521075,53.668943016540645,50.00248428595964,0.5172680785216757,-1.027133868325,31.188666590308355,19.22950708298965,0.5780246454677878,0.3266503572279438
2,Mirpur-11 Bus Stand,28.18927253226264,16.468212733939133,0.2780368554615691,0.058177274647416066,38.60826524180846,31.488054737875796,0.21543239291581875,-0.7666967293867877,41.30424427407446,35.63439891423922,0.18195822306512396,-1.0347122111023146,28.144185405008894,16.46924941913682,0.27907542263736246,0.06118764829837331
3,Proshika More Bus Stop,24.896893148269807,12.897308837008893,0.5513590407064068,0.2944532792125072,32.212214123185916,27.98405321055815,0.5064584440406592,-0.181072673834336,32.712968716717164,27.143891315161163,0.4420061180649834,-0.2706042336241481,24.905766037729517,12.938643996652829,0.5501892810792353,0.29395029648661675
4,P.W.D Quarter Mosque,7.819190562880766,1.9698935360322403,0.04053086548374421,-0.024839102554968795,7.760572886218723,0.9327510557005602,0.042098780700725334,-0.009530993311851477,5.402859337234526,1.50469045653389,0.05736482082759714,-0.029423492546015506,7.824578315326744,1.9991349846190538,0.03997169313542183,-0.02625190395372501
5,Mirpur Benaroshi Polli Gate 1,96.98307529267132,68.07413557342133,0.39987801687407754,0.147836164378356,126.02358475481701,115.84156800201063,0.37089536937420337,-0.4389140558780331,136.359462613245,128.03046771168394,0.3681303980631837,-0.8033245291130879,97.24042590743117,68.38624222190069,0.39349983289108026,0.14330762461240354
6,Paris Road Mor,53.00730352879465,29.719459222108007,0.4698981416667801,0.20397045813469605,61.82381612157321,50.45453375670787,0.40739036463248135,-0.08285268606157303,68.45325826298978,61.07769656552419,0.37443720178574214,-0.5261547170143355,52.921889589075164,29.748542664302636,0.4699869650342282,0.20684248746923617
7,Mirpur College University,44.78823361651812,24.025428127085522,0.4006895139226377,0.14469414257829705,54.289540155091025,43.483279277588295,0.2862328358699658,-0.25668347060647756,52.014158416987115,44.33870543834072,0.3220385408821656,-0.4797352931015353,44.70933936852166,24.000485290990508,0.40383377769908496,0.15092542982621393
8,Avenue 5,53.88070267988992,37.88169497781649,0.3242612652219564,0.08075787560031589,64.87187859557608,56.16255243093364,0.27478166002066634,-0.33252806676574753,67.07336442541965,59.2610969369937,0.28772714865861926,-0.47907352133714265,53.8789429084408,38.01200276110666,0.32080293288593575,0.08081792046046643
9,Dhaka WASA (367282274),26.497102877681264,14.411753382481695,0.262684124745992,0.011810802837811996,41.61468348611628,38.174558674477026,0.20585329877592978,-1.437454456141626,47.52809698246012,43.10229010443585,0.17410055097363383,-3.8675813732902986,26.116230957884365,14.361447970130964,0.2812829315293468,0.0400152826787572
10,Munna vai video games,113.59354205784255,90.95355541889742,0.5259741956198909,0.27250135975971224,134.3532641367866,120.78855023630722,0.3833090734097466,-0.017703683731586484,129.474841642361,117.65599014097583,0.5061573414963305,0.022983025547827052,113.83101798491468,90.99208951034768,0.5230788642953963,0.26954394639126067
11,Udayan School road 14 no,58.6079397743813,37.963168158991834,0.3816289566017853,0.13692364148845582,81.01139487565483,73.25892530445246,0.35464974121825954,-0.6490299008704137,86.61611323357336,79.35075361077139,0.32129937399678277,-1.0259113065558205,58.74156157704201,38.105702741582334,0.3760367757431703,0.13298365361290754
12,Jalladkhana Killing Field,20.869865571460167,13.467885349095523,0.17896156258539236,-0.021902649592322465,23.897195201930064,19.320805718228865,0.11848583831098664,-0.33987438326750175,23.341917739414594,17.576917444847865,0.11317418455197839,-1.0296383644431124,20.736880031503848,13.504701234309367,0.19264093693562365,-0.00892074567981882
