Date,29-05-2019
parameters,Sampling Rate,Sequence length,Prediction Length,Repeat,Is Continuous
values,1,90,10,False,False
,,HA,HA,HA,HA,SVR,SVR,SVR,SVR,SVR GRAPH,SVR GRAPH,SVR GRAPH,SVR GRAPH,ARIMA,ARIMA,ARIMA,ARIMA
Node Number,Node name,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2
0,Mirpur 10 Circle,16.818370523609186,10.963737349578476,0.2681900257658739,0.0015142846447174785,23.32404442631132,23.07639033788007,0.29323425075300913,-0.9203559870929316,23.254177508936685,22.929520684954305,0.3366048222857432,-0.8589175749226956,16.637669455791407,10.938517370551422,0.28278123400777944,0.022855014939872076
1,Mirpur 2 BS,38.415629694986094,25.199284205818927,0.4651005578078212,0.20403388946505085,38.837352320066344,29.022590386508487,0.4670037829367556,0.18646190469087298,41.703594934464874,33.53705476428164,0.4463250292123344,0.058413752822924936,38.39779978952078,25.244443717408416,0.4646048402980201,0.2047725839568264
2,Mirpur-11 Bus Stand,34.62557920342852,21.861771263903606,0.1517703302186118,-0.006595481135820425,34.425988619266754,22.79057563427004,0.16344498292281412,0.004975614303689646,34.68842295427242,22.837726858180563,0.1032013980943423,-0.010709307194628481,34.557628400103226,21.86072854968013,0.15284799260185417,-0.0026485806928262523
3,Proshika More Bus Stop,32.75969166543097,18.987198567137902,0.6251129126763877,0.38330300349437274,36.22146493489071,21.69365231535655,0.5251518991306545,0.2460817714759277,36.233972667278586,21.457896714969323,0.5338089638861159,0.2399155000885922,32.91745955285781,19.13614454346107,0.6199880503430956,0.37734877990185156
4,P.W.D Quarter Mosque,9.39764325732712,2.9343692746044323,0.04916091838039159,-0.021342470977709027,9.376304101262129,1.4305185178004833,0.04416515126411165,-0.016709428120412317,7.689818264944036,1.094491082112101,0.07131888717814,-0.011111584950359576,9.527690831951745,2.9887019443356153,0.03860962545135821,-0.04980538061714812
5,Mirpur Benaroshi Polli Gate 1,87.22760769005839,61.01133328357059,0.385560866706673,0.14141144815212936,95.14227468197228,82.21248447401322,0.38617832357126264,-0.02146674196103815,109.24159761559271,100.61219439816674,0.3281042896419506,-0.39424214142689906,87.26364309539454,61.13789756667394,0.38398069747105823,0.1407019026728491
6,Paris Road Mor,48.956429321742235,32.003630082623495,0.34046680406409496,0.10072999071753286,49.6345332971175,38.071190653141876,0.3466577370494079,0.07564557220540147,56.19337816381053,49.06352759059822,0.28547858414218935,-0.26304215549872034,48.87257984647857,32.143098931691156,0.34291784790588503,0.10380777831052124
7,Mirpur College University,42.56121565642312,23.285100105508672,0.31686686037278144,0.060393657601448436,41.098741841264854,23.990643302653915,0.36112655956781914,0.12385710068702205,40.09360628874884,27.489658377289388,0.30868109724614773,0.03623711832839549,42.52729451983908,23.41350821228671,0.3116319529593575,0.061890786545917065
8,Avenue 5,58.526660120379354,41.589107984166255,0.32069865468763287,0.08314122652949696,59.12186291223398,47.29580332725305,0.33616662785052187,0.0643979116428095,61.90337156077255,51.78296822188277,0.3093393952354902,-0.04508814377002879,58.52036303086963,41.65887422136613,0.31849708211540223,0.08333851204534892
