Date,29-05-2019
parameters,Sampling Rate,Sequence length,Prediction Length,Repeat,Is Continuous
values,10,3,6,False,False
,,HA,HA,HA,HA,SVR,SVR,SVR,SVR,SVR GRAPH,SVR GRAPH,SVR GRAPH,SVR GRAPH,ARIMA,ARIMA,ARIMA,ARIMA
Node Number,Node name,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2,RMSE,MAE,COR,R2
0,Mirpur 10 Circle,20.101892871325887,13.348184961188485,0.30548604184027495,-0.03244908380796585,23.70108483593904,23.450707054241413,0.007616439440938039,-0.43526199289040624,23.86278011376341,23.63105867156449,0.3023716915371755,-0.36602527532483364,20.526622314619402,13.377063623872598,0.28979842720825855,-0.07294147037288257
1,Mirpur 2 BS,46.15718779762592,31.38643494437358,0.2988291160385368,-0.12552533697813595,72.13128490286508,66.83625123043129,0.010709853675890531,-1.7486784105059257,59.302945970749974,55.1085176600555,0.3612214799177696,-1.1011049299533102,46.24785495669472,31.073018963617894,0.29509177187800334,-0.13281074902482604
2,Mirpur-11 Bus Stand,38.11259430767528,24.445630519235632,0.07866118868990861,-0.4256599200190121,46.744049962176426,42.674956908587944,0.0370506840483166,-1.1445273596598744,49.197843638612525,45.58608423755932,0.0853186448197838,-1.5292183080985637,37.941238282000064,23.769022147672075,0.08035720914658272,-0.3907312046492637
3,Proshika More Bus Stop,44.038853683562365,28.806116383278038,0.4422028799846024,0.04608908384207078,57.637578787071085,52.08913674120819,0.07279023576217196,-0.6339819873092574,55.19674214183782,50.05048164501978,0.24389357908620946,-0.6254995272808246,44.47183920094153,28.3842125162275,0.44505929239950476,0.06481174544184964
4,P.W.D Quarter Mosque,19.64977270862173,12.511868286142965,-0.002722990939120854,-4.337194232502249,8.596964080237472,1.440852278379782,0.0006470209568860504,-0.021617138537801672,8.119876828676462,1.0381628701895642,-0.004308142103964701,-0.013060003519544061,18.935865252265994,11.49685134243655,-0.0056929332569315835,-4.712374268124702
5,Mirpur Benaroshi Polli Gate 1,118.27312655194216,85.46330351400178,0.1663511499078772,-0.31173681952983,164.08737802556885,153.67574619610406,-0.012982515386314075,-1.5247879268460718,164.28233640869908,155.49508454997093,0.17108717504890483,-1.98289289079464,124.19158029609065,88.61544963138189,0.15388544969823184,-0.40787098297881386
6,Paris Road Mor,62.43563406031745,40.80455306349225,0.16397549379562887,-0.33812342737456236,85.43512398217196,80.31916386773808,0.0341512319032794,-1.505555511936317,84.19241906320096,80.05940294614888,0.17122501766968407,-2.0615171083257384,62.50287096837696,40.24326185042941,0.16751578894879382,-0.3615448803354455
7,Mirpur College University,62.64998601918438,44.9705556023811,0.30602649862200687,-0.29108605457835846,60.25000117935414,49.84555790829006,-0.04839488022153327,-0.1940633069574067,72.19256730553705,68.72336991538106,0.254974136032332,-1.500516344043712,62.01031745562446,43.188237917827564,0.26918233525599194,-0.2430372289415923
8,Avenue 5,71.67235394031212,52.555901814942565,0.1704294499034296,-0.2946413278363458,84.53644089087466,76.8233812986535,-0.08826815018054154,-0.8010843347569507,82.81906902375033,75.88714384859757,0.20780319555326934,-0.969879404086903,74.1977487547762,53.86956423312667,0.16291583945914692,-0.3735195370547828
9,Dhaka WASA (367282274),49.23639872637146,38.27219725614453,0.15037151062516188,-0.45253075771327467,69.45787249187855,65.59562783944537,-0.1528046175600884,-1.8906514658757443,67.37834316555958,64.82569367082965,0.13144555091642268,-2.862371863917928,49.39961294106138,37.676750397403815,0.13316034203049787,-0.4442851294776624
10,Munna vai video games,146.22706510620225,113.32670822709984,0.253809668545048,-0.1500873083638532,164.3635836388204,150.49927498564276,-0.19937705818410523,-0.4530698356339662,164.6418790122826,151.62400283963993,0.16022934061637126,-0.4990036646921603,149.76017893198159,115.05850992580723,0.2683512235060573,-0.2050958813816337
11,Udayan School road 14 no,79.40972191885817,56.86942126783057,0.18292597880585057,-0.2851858684943016,106.97321266348277,100.43445974733602,-0.14213437894912792,-1.3322154549910001,110.41336417803572,104.81547490788822,0.2112190821965627,-1.9025702791835442,81.57575637094997,57.970131498188344,0.178819480757054,-0.34342944029317835
12,Jalladkhana Killing Field,29.329969766769466,23.898958758941525,0.11866859372057681,-1.1438889535663601,23.106597555810243,21.046108762404995,0.06931437503027962,-0.3306108385280604,23.386780283830895,21.992216734127986,0.07797156043513168,-0.7925404749316813,29.11011688041175,23.61624494799933,0.11102575038990561,-0.9785493484715155
13,rabbani 2 (3734088700),98.55245146839799,73.34974508625724,0.5590522301153618,0.2256932936647551,125.88584110203288,110.76657357826963,-0.2356822009659805,-0.26337398338300333,120.05475638869531,107.38344435397961,0.348101479078018,-0.21920012487726037,103.53415289378377,78.05281196214077,0.5481054662496506,0.19121244073130417
14,yummy yummy (3711553347),120.98779157209479,81.0497395890642,0.18039052976397466,-0.3305388690586266,156.66604876084654,147.17010252498162,-0.027015176883900358,-1.230972658175999,159.71995228683014,152.03962373021926,0.07940958973446105,-1.750599896912361,125.626226223621,84.30320134138248,0.16500178998709877,-0.38813074252835467
15,kazipara over bridge,241.6446097562404,187.8772993265122,0.23616363137331564,-0.19199209628638658,245.94348790823904,217.68209703987498,-0.17357342082885505,-0.23478062790828735,242.929514935245,214.88661325650483,0.08147500753517377,-0.20312772967235415,250.989314713709,192.92859212680645,0.20935312814686158,-0.2909185580272249
16,DESCO (367294607),23.784928516900063,16.59817785507497,0.2689033694352172,-0.42402115823972064,20.250779991266246,17.51980948323923,0.1274482509858157,-0.032277002173400016,21.46892256608904,20.544688381775398,0.1917828612221597,-0.724730789239703,22.182639401717427,15.306715254558915,0.22893280683819084,-0.3635434438258085
17,BRTA building (422163806),66.04995738634356,39.935731052960655,0.10689748254392475,-0.3985367392251653,92.38473440996064,87.91663669217559,0.08134255723517538,-1.7360827334713478,104.49065670243971,99.68173577880111,0.06015178697131368,-2.5449692471357372,69.75536742614786,43.705104407096165,0.09945223443116674,-0.4741228657731513
18,National Bangla High School,51.39908463249833,36.95807673928699,0.39570739164315094,-0.053694788543141136,51.80094845793772,41.79417820083521,-0.04103666732602905,-0.07023582859772315,41.589569539568494,37.08346000959434,0.4497970566335247,-0.40844155664556747,52.65217374303847,37.315506931293385,0.3854467712842958,-0.088908516141748
19,Shiyal Bari More Bus Stop,38.4067570949393,25.097972524861774,0.10035712309923082,-0.8740179153639631,29.097234169212694,20.137016042133162,0.0778124962294491,-0.07562745602989263,29.469151442879266,21.2834655043335,0.04508110230175597,-0.11904003790521633,37.21515129023234,23.219548536202392,0.0767354749811652,-0.6037840064731756
20,BRAC Bank(4322832702),37.93175338127935,31.296879882924934,0.0763165544677599,-0.37852339741264096,37.51452612834795,35.1548340971584,0.0495124178449962,-0.3483642679312924,36.96866254843148,34.737076258652806,0.08342301200398412,-0.35214409229181753,38.6491584263073,31.144708122447586,0.08013138335856924,-0.4211060611822868
21,Eye hospital (3740064551),42.91125282796886,32.30431148936349,0.32715351567574247,-0.0978828030490404,44.86307758224314,40.82203202023415,-0.06571891447922604,-0.2000289385732732,43.31944500528341,39.647088006235265,0.2546593590159218,-0.17238669455093691,42.60627164214684,32.270344398027994,0.3428686448592252,-0.08158469250357969
